"main","pairing"
"IRANIAN CUISINE","parsley"
"IRANIAN CUISINE","plums"
"IRANIAN CUISINE","pomegranates"
"IRANIAN CUISINE","prunes"
"IRANIAN CUISINE","raisins"
"IRANIAN CUISINE","rice"
"IRANIAN CUISINE","saffron"
"IRANIAN CUISINE","stews"
"IRANIAN CUISINE","Flavor Affinities"
"IRANIAN CUISINE","cardamom + cinnamon + cloves + cumin + ginger + rose"
"IRANIAN CUISINE","duck + pomegranates + walnuts"
"ITALIAN CUISINE","anchovies"
"ITALIAN CUISINE","artichokes"
"ITALIAN CUISINE","basil"
"ITALIAN CUISINE","beef"
"ITALIAN CUISINE","bell peppers"
"ITALIAN CUISINE","capers"
"ITALIAN CUISINE","cheese: mozzarella, Parmesan, pecorino, ricotta"
"ITALIAN CUISINE","chicken"
"ITALIAN CUISINE","eggplant"
"ITALIAN CUISINE","fennel"
"ITALIAN CUISINE","fish"
"ITALIAN CUISINE","garlic"
"ITALIAN CUISINE","grappa"
"ITALIAN CUISINE","greens"
"ITALIAN CUISINE","honey, esp. in desserts"
"ITALIAN CUISINE","lemon, esp. in desserts"
"ITALIAN CUISINE","Marsala"
"ITALIAN CUISINE","mascarpone, esp. in desserts"
"ITALIAN CUISINE","mushrooms"
"ITALIAN CUISINE","nuts"
"ITALIAN CUISINE","olive oil"
"ITALIAN CUISINE","olives"
"ITALIAN CUISINE","orange and orange zest, esp. in desserts"
"ITALIAN CUISINE","oregano"
"ITALIAN CUISINE","pancetta"
"ITALIAN CUISINE","parsley"
"ITALIAN CUISINE","pasta"
"ITALIAN CUISINE","pork"
"ITALIAN CUISINE","prosciutto"
"ITALIAN CUISINE","red pepper flakes"
"ITALIAN CUISINE","rosemary"
"ITALIAN CUISINE","rum, esp. in desserts"
"ITALIAN CUISINE","saffron"
"ITALIAN CUISINE","sage"
"ITALIAN CUISINE","sausage"
"ITALIAN CUISINE","shellfish"
"ITALIAN CUISINE","spinach"
"ITALIAN CUISINE","thyme"
"ITALIAN CUISINE","tomatoes and tomato sauces"
"ITALIAN CUISINE","veal"
"ITALIAN CUISINE","vinegar: balsamic, red wine"
"ITALIAN CUISINE","wine"
"ITALIAN CUISINE","zucchini"
"ITALIAN CUISINE","Flavor Affinities"
"ITALIAN CUISINE","anchovies + capers + lemon juice"
"ITALIAN CUISINE","anchovies + garlic + wine vinegar"
"ITALIAN CUISINE","basil + garlic + olive oil"
"ITALIAN CUISINE","basil + garlic + tomatoes"
"ITALIAN CUISINE","bell peppers + olive oil + tomatoes"
"ITALIAN CUISINE","capers + garlic + wine vinegar"
"ITALIAN CUISINE","garlic + olive oil + parsley"
"ITALIAN CUISINE","garlic + oregano + tomatoes"
"ITALIAN CUISINE","garlic + saffron + shellfish"
"ITALIAN CUISINE","red pepper flakes + fennel + sausage"
"ITALIAN CUISINE, NORTHERN","asparagus"
"ITALIAN CUISINE, NORTHERN","basil"
"ITALIAN CUISINE, NORTHERN","beans"
"ITALIAN CUISINE, NORTHERN","butter"
"ITALIAN CUISINE, NORTHERN","cheeses, creamy and rich"
"ITALIAN CUISINE, NORTHERN","cream and cream-based sauces"
"ITALIAN CUISINE, NORTHERN","cured meats"
"ITALIAN CUISINE, NORTHERN","fish"
"ITALIAN CUISINE, NORTHERN","goat"
"ITALIAN CUISINE, NORTHERN","hazelnuts"
"ITALIAN CUISINE, NORTHERN","lemon, juice"
"ITALIAN CUISINE, NORTHERN","Marsala"
"ITALIAN CUISINE, NORTHERN","nuts"
"ITALIAN CUISINE, NORTHERN","pasta, esp. richer egg-based and/or ribbon-shaped, often combined with other starches such as"
"ITALIAN CUISINE, NORTHERN","beans"
"ITALIAN CUISINE, NORTHERN","pine nuts"
"ITALIAN CUISINE, NORTHERN","polenta"
"ITALIAN CUISINE, NORTHERN","potatoes"
"ITALIAN CUISINE, NORTHERN","rice and risotto"
"ITALIAN CUISINE, NORTHERN","truffles, white"
"ITALIAN CUISINE, NORTHERN","vinegar, esp. wine"
"ITALIAN CUISINE, NORTHERN","wine"
"ITALIAN CUISINE, SOUTHERN","bell peppers"
"ITALIAN CUISINE, SOUTHERN","chile peppers"
"ITALIAN CUISINE, SOUTHERN","cinnamon"
"ITALIAN CUISINE, SOUTHERN","eggplant"
"ITALIAN CUISINE, SOUTHERN","fennel"
"ITALIAN CUISINE, SOUTHERN","garlic"
"ITALIAN CUISINE, SOUTHERN","marjoram"
"ITALIAN CUISINE, SOUTHERN","nutmeg"
"ITALIAN CUISINE, SOUTHERN","olive oil, heavy"
"ITALIAN CUISINE, SOUTHERN","oregano"
"ITALIAN CUISINE, SOUTHERN","pasta, esp. tube-shaped and with tomato sauce"
"ITALIAN CUISINE, SOUTHERN","pizza"
"ITALIAN CUISINE, SOUTHERN","pork"
"ITALIAN CUISINE, SOUTHERN","raisins"
"ITALIAN CUISINE, SOUTHERN","red pepper flakes"
"ITALIAN CUISINE, SOUTHERN","sardines"
"ITALIAN CUISINE, SOUTHERN","sausage"
"ITALIAN CUISINE, SOUTHERN","tomatoes and tomato sauces"
"JAMAICAN CUISINE (See also Caribbean Cuisines)","jerked dishes (e.g., chicken)"
"JAPANESE CUISINE","bonito: dried, flakes"
"JAPANESE CUISINE","broiled dishes"
"JAPANESE CUISINE","chile peppers"
"JAPANESE CUISINE","daikon"
"JAPANESE CUISINE","dashi (kelp-based stock)"
"JAPANESE CUISINE","fish, cooked and raw"
"JAPANESE CUISINE","ginger"
"JAPANESE CUISINE","kelp"
"JAPANESE CUISINE","mirin (sweet rice wine)"
"JAPANESE CUISINE","noodles"
"JAPANESE CUISINE","pickles"
"JAPANESE CUISINE","poached dishes"
"JAPANESE CUISINE","ponzu sauce"
"JAPANESE CUISINE","rice"
"JAPANESE CUISINE","sake"
"JAPANESE CUISINE","scallions"
"JAPANESE CUISINE","sesame: oil, seeds"
"JAPANESE CUISINE","shellfish"
"JAPANESE CUISINE","SOY SAUCE"
"JAPANESE CUISINE","steamed dishes"
"JAPANESE CUISINE","tea"
"JAPANESE CUISINE","vinegar, rice wine"
"JAPANESE CUISINE","wasabi"
"JAPANESE CUISINE","wine, rice"
"JAPANESE CUISINE","yuzu"
"JAPANESE CUISINE","Flavor Affinities"
"JAPANESE CUISINE","bonito flakes + kelp"
"JAPANESE CUISINE","garlic + ginger + soy sauce"
"JAPANESE CUISINE","ginger + scallions + soy sauce"
"JAPANESE CUISINE","sake + soy sauce + sugar"
"JAPANESE CUISINE","soy sauce + wasabi"
"JICAMA","Season: winter–spring"
"JICAMA","Taste: sweet"
"JICAMA","Weight: light–medium"
"JICAMA","Volume: quiet"
"JICAMA","Techniques: cooked (e.g., stir-fry), raw"
"JICAMA","avocado"
"JICAMA","cabbage, green"
"JICAMA","carrots"
"JICAMA","chicken"
"JICAMA","CHILE PEPPERS"
"JICAMA","chili powder"
"JICAMA","cilantro"
"JICAMA","cloves"
"JICAMA","cucumbers"
"JICAMA","cumin"
"JICAMA","fish"
"JICAMA","ginger"
"JICAMA","grapefruit"
"JICAMA","ketchup"
"JICAMA","lemon"
"JICAMA","LIME, juice"
"JICAMA","Malaysian cuisine"
"JICAMA","mangoes"
"JICAMA","melon"
"JICAMA","Mexican cuisine"
"JICAMA","mustard, yellow"
"JICAMA","oil: canola, sesame"
"JICAMA","onions, red"
"JICAMA","orange"
"JICAMA","papaya"
"JICAMA","peanuts, crushed"
"JICAMA","pepper, black"
"JICAMA","pineapple"
"JICAMA","pumpkin seeds"
"JICAMA","radishes"
"JICAMA","salads (e.g., fruit)"
"JICAMA","salsa"
"JICAMA","salt, kosher"
"JICAMA","sesame oil"
"JICAMA","shrimp"
"JICAMA","soy sauce"
"JICAMA","spinach"
"JICAMA","sugar"
"JICAMA","vinegar, white"
"JICAMA","Flavor Affinities"
"JICAMA","jicama + avocado + grapefruit + pumpkin seeds"
"JICAMA","jicama + chili powder + lime juice"
"JUNIPER BERRIES","Season: summer–autumn"
"JUNIPER BERRIES","Character: refreshing"
"JUNIPER BERRIES","Taste: bitter"
"JUNIPER BERRIES","Weight: medium"
"JUNIPER BERRIES","Volume: moderate–loud"
"JUNIPER BERRIES","allspice"
"JUNIPER BERRIES","Alsatian cuisine"
"JUNIPER BERRIES","apples"
"JUNIPER BERRIES","bay leaf"
"JUNIPER BERRIES","beef"
"JUNIPER BERRIES","cabbage"
"JUNIPER BERRIES","caraway"
"JUNIPER BERRIES","celery"
"JUNIPER BERRIES","chicken"
"JUNIPER BERRIES","choucroute"
"JUNIPER BERRIES","duck"
"JUNIPER BERRIES","fennel"
"JUNIPER BERRIES","fish"
"JUNIPER BERRIES","GAME"
"JUNIPER BERRIES","game birds"
"JUNIPER BERRIES","garlic"
"JUNIPER BERRIES","German cuisine"
"JUNIPER BERRIES","gin"
"JUNIPER BERRIES","goose"
"JUNIPER BERRIES","ham"
"JUNIPER BERRIES","kidneys"
"JUNIPER BERRIES","lamb"
"JUNIPER BERRIES","liver"
"JUNIPER BERRIES","marinades"
"JUNIPER BERRIES","marjoram"
"JUNIPER BERRIES","Mediterranean cuisine"
"JUNIPER BERRIES","onions"
"JUNIPER BERRIES","oregano"
"JUNIPER BERRIES","parsley"
"JUNIPER BERRIES","pâtés"
"JUNIPER BERRIES","pepper"
"JUNIPER BERRIES","pork"
"JUNIPER BERRIES","rosemary"
"JUNIPER BERRIES","sage"
"JUNIPER BERRIES","salmon"
"JUNIPER BERRIES","sauces"
"JUNIPER BERRIES","sauerkraut"
"JUNIPER BERRIES","savory"
"JUNIPER BERRIES","Scandinavian cuisine"
"JUNIPER BERRIES","stuffings, esp. bread"
"JUNIPER BERRIES","thyme"
"JUNIPER BERRIES","veal"
"JUNIPER BERRIES","VENISON"
"JUNIPER BERRIES","wine, red"
"JUNIPER BERRIES","Flavor Affinities"
"JUNIPER BERRIES","juniper berries + game + garlic + rosemary"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Season: year-round"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Taste: sour"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Weight: light"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Volume: moderate–loud"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Techniques: stir-fry"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","basil, Thai"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","beef"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","cardamom"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","chicken"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","chile peppers"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","cilantro"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","coconut and coconut milk"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","coriander"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","cumin"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","curry pastes and curries"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","fish"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","ginger"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Indian cuisine"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Indonesian cuisine"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","lemongrass"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","lime, juice"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","marinades"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","mushrooms"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","noodles"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","pork"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","poultry"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","rice"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","salads"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","sesame"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","shellfish"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","soups, esp. Thai"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","star anise"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","sugar"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","tamarind"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","THAI CUISINE"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","turmeric"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","vegetables, esp. green"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","Flavor Affinities"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","kaffir lime + saffron + seafood"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","kaffir lime leaf + duck + ginger"
"KAFFIR LIMES AND KAFFIR LIME LEAF (See also Lemons,","kaffir lime leaf + rice + turmeric"
"KALE","Season: autumn–spring"
"KALE","Taste: bitter, sweet"
"KALE","Botanical relatives: broccoli, Brussels sprouts, cabbage, cauliflower, collard greens, kohlrabi"
"KALE","Weight: heavy"
"KALE","Volume: moderate"
"KALE","Techniques: blanch, boil, braise, sauté, steam, stir-fry"
"KALE","bay leaf"
"KALE","bell peppers, red"
"KALE","butter"
"KALE","cheese: cheddar, Parmesan"
"KALE","chicken, roasted"
"KALE","cream"
"KALE","GARLIC"
"KALE","ginger"
"KALE","lemon"
"KALE","meats, roasted"
"KALE","nutmeg"
"KALE","OIL: grapeseed, vegetable"
"KALE","olive oil"
"KALE","onions, esp. yellow"
"KALE","oregano"
"KALE","pancetta"
"KALE","pasta"
"KALE","pepper: black, white"
"KALE","pork"
"KALE","potatoes"
"KALE","red pepper flakes"
"KALE","salt, kosher"
"KALE","sausage, chorizo"
"KALE","shallots"
"KALE","sour cream"
"KALE","soy sauce"
"KALE","stock, chicken"
"KALE","sugar"
"KALE","sweet potatoes"
"KALE","thyme"
"KALE","tomatoes"
"KALE","vinegar, red wine"
"KALE","Flavor Affinities"
"KALE","kale + garlic + olive oil + red wine vinegar"
"KALE","kale + onions + salt + smoked sausage"
"KIWI FRUIT","Season: late autumn–spring"
"KIWI FRUIT","Taste: sour"
"KIWI FRUIT","Weight: medium"
"KIWI FRUIT","Volume: quiet–moderate"
"KIWI FRUIT","Techniques: raw"
"KIWI FRUIT","bananas"
"KIWI FRUIT","berries"
"KIWI FRUIT","cherries"
"KIWI FRUIT","chocolate: dark, white"
"KIWI FRUIT","coconut"
"KIWI FRUIT","cream and ice cream"
"KIWI FRUIT","crust: pastry or pie"
"KIWI FRUIT","custard"
"KIWI FRUIT","grapefruit"
"KIWI FRUIT","hazelnuts"
"KIWI FRUIT","honey"
"KIWI FRUIT","Kirsch"
"KIWI FRUIT","lemon: juice, zest"
"KIWI FRUIT","lime"
"KIWI FRUIT","lychee"
"KIWI FRUIT","macadamia nuts"
"KIWI FRUIT","mangoes"
"KIWI FRUIT","oranges"
"KIWI FRUIT","papaya"
"KIWI FRUIT","passion fruit"
"KIWI FRUIT","pineapple"
"KIWI FRUIT","rum"
"KIWI FRUIT","salad, esp. chicken or fruit"
"KIWI FRUIT","strawberries"
"KIWI FRUIT","sugar"
"KIWI FRUIT","wine: Champagne, ice wine"
"KOHLRABI (See also Rutabagas, Turnips)","Season: summer–autumn"
"KOHLRABI (See also Rutabagas, Turnips)","Botanical relatives: broccoli, Brussels sprouts, cabbage, cauliflower, collard greens, kale"
"KOHLRABI (See also Rutabagas, Turnips)","Weight: medium (esp. when younger)–heavy (esp. when older)"
"KOHLRABI (See also Rutabagas, Turnips)","Volume: moderate (esp. when younger)–loud (esp. when older)"
"KOHLRABI (See also Rutabagas, Turnips)","Techniques: boil, steam, stir-fry"
"KOHLRABI (See also Rutabagas, Turnips)","allspice"
"KOHLRABI (See also Rutabagas, Turnips)","basil"
"KOHLRABI (See also Rutabagas, Turnips)","butter, unsalted"
"KOHLRABI (See also Rutabagas, Turnips)","cabbage"
"KOHLRABI (See also Rutabagas, Turnips)","carrots"
"KOHLRABI (See also Rutabagas, Turnips)","celery"
"KOHLRABI (See also Rutabagas, Turnips)","celery leaves or seeds"
"KOHLRABI (See also Rutabagas, Turnips)","celery root"
"KOHLRABI (See also Rutabagas, Turnips)","cheese, esp. Parmesan, Swiss"
"KOHLRABI (See also Rutabagas, Turnips)","chervil"
"KOHLRABI (See also Rutabagas, Turnips)","cilantro"
"KOHLRABI (See also Rutabagas, Turnips)","coriander"
"KOHLRABI (See also Rutabagas, Turnips)","cream"
"KOHLRABI (See also Rutabagas, Turnips)","dill"
"KOHLRABI (See also Rutabagas, Turnips)","fennel leaves or seeds"
"KOHLRABI (See also Rutabagas, Turnips)","garlic"
"KOHLRABI (See also Rutabagas, Turnips)","horseradish"
"KOHLRABI (See also Rutabagas, Turnips)","leeks"
"KOHLRABI (See also Rutabagas, Turnips)","lemon, juice"
"KOHLRABI (See also Rutabagas, Turnips)","lovage"
"KOHLRABI (See also Rutabagas, Turnips)","mace"
"KOHLRABI (See also Rutabagas, Turnips)","mustard (e.g., Dijon)"
"KOHLRABI (See also Rutabagas, Turnips)","mustard seeds"
"KOHLRABI (See also Rutabagas, Turnips)","onions"
"KOHLRABI (See also Rutabagas, Turnips)","parsley, flat-leaf"
"KOHLRABI (See also Rutabagas, Turnips)","pepper, black"
"KOHLRABI (See also Rutabagas, Turnips)","potatoes"
"KOHLRABI (See also Rutabagas, Turnips)","rosemary"
"KOHLRABI (See also Rutabagas, Turnips)","salt, esp. sea"
"KOHLRABI (See also Rutabagas, Turnips)","sesame oil, seeds"
"KOHLRABI (See also Rutabagas, Turnips)","soups"
"KOHLRABI (See also Rutabagas, Turnips)","sour cream"
"KOHLRABI (See also Rutabagas, Turnips)","soy sauce"
"KOHLRABI (See also Rutabagas, Turnips)","stews"
"KOHLRABI (See also Rutabagas, Turnips)","tamari"
"KOHLRABI (See also Rutabagas, Turnips)","turmeric"
"KOHLRABI (See also Rutabagas, Turnips)","vinegar, red wine"
"KOREAN CUISINE","chile peppers"
"KOREAN CUISINE","fish"
"KOREAN CUISINE","garlic"
"KOREAN CUISINE","noodles, esp. buckwheat"
"KOREAN CUISINE","rice"
"KOREAN CUISINE","sesame seeds"
"KOREAN CUISINE","shellfish"
"KOREAN CUISINE","soy sauce"
"KOREAN CUISINE","sugar"
"KOREAN CUISINE","vegetables, pickled (e.g., kimchi)"
"KOREAN CUISINE","Flavor Affinities"
"KOREAN CUISINE","chile peppers + garlic + soy sauce"
"KOREAN CUISINE","chile peppers + sesame seeds + soy sauce"
"KOREAN CUISINE","chile peppers + soy sauce"
"KOREAN CUISINE","garlic + sesame seeds + soy sauce"
"KOREAN CUISINE","garlic + soy sauce"
"KUMQUATS","Season: autumn–winter"
"KUMQUATS","Taste: sour, bitter"
"KUMQUATS","Weight: light–medium"
"KUMQUATS","Volume: moderate–loud"
"KUMQUATS","Techniques: raw, stew"
"KUMQUATS","Asian cuisines"
"KUMQUATS","beef"
"KUMQUATS","berries: cranberries, strawberries"
"KUMQUATS","brandy"
"KUMQUATS","caramel"
"KUMQUATS","cayenne"
"KUMQUATS","chicken"
"KUMQUATS","chocolate: dark, white"
"KUMQUATS","chutney"
"KUMQUATS","cinnamon"
"KUMQUATS","citrus"
"KUMQUATS","coconut"
"KUMQUATS","cranberries"
"KUMQUATS","cream"
"KUMQUATS","custard"
"KUMQUATS","dates"
"KUMQUATS","duck"
"KUMQUATS","East Asian cuisine"
"KUMQUATS","endive (Belgian)"
"KUMQUATS","fish, esp. cod, halibut, red snapper, salmon, tuna, esp. grilled"
"KUMQUATS","ginger"
"KUMQUATS","hazelnuts"
"KUMQUATS","honey"
"KUMQUATS","lemon, juice"
"KUMQUATS","lime"
"KUMQUATS","mace"
"KUMQUATS","mango"
"KUMQUATS","marinades"
"KUMQUATS","meats"
"KUMQUATS","mint"
"KUMQUATS","nutmeg"
"KUMQUATS","olive oil"
"KUMQUATS","onions, spring"
"KUMQUATS","orange"
"KUMQUATS","papaya"
"KUMQUATS","pecans"
"KUMQUATS","persimmons"
"KUMQUATS","pineapple"
"KUMQUATS","pistachios"
"KUMQUATS","pomegranates"
"KUMQUATS","poppy seeds"
"KUMQUATS","pork"
"KUMQUATS","pumpkin"
"KUMQUATS","quince"
"KUMQUATS","rum"
"KUMQUATS","SALADS: FRUIT, GREEN"
"KUMQUATS","salt"
"KUMQUATS","strawberries"
"KUMQUATS","sugar"
"KUMQUATS","vanilla"
"KUMQUATS","walnuts"
"KUMQUATS","wine, white"
"LAMB","Season: spring"
"LAMB","Taste: sweet, astringent"
"LAMB","Function: heating"
"LAMB","Weight: heavy"
"LAMB","Volume: moderate–loud"
"LAMB","Techniques: braise (esp. shanks), grill (esp. leg), roast (esp. leg), stew (esp. shoulder)"
"LAMB","Tips: Cloves add richness to the flavor of lamb."
"LAMB","aioli"
"LAMB","almonds"
"LAMB","anchovies"
"LAMB","apples"
"LAMB","apricots, dried"
"LAMB","artichokes"
"LAMB","asparagus"
"LAMB","bacon"
"LAMB","basil"
"LAMB","bay leaf"
"LAMB","beans: cranberry, fava, FLAGEOLETS, green, WHITE"
"LAMB","beer"
"LAMB","bell peppers"
"LAMB","brandy"
"LAMB","bread crumbs"
"LAMB","bulgur wheat"
"LAMB","butter: clarified, unsalted"
"LAMB","capers"
"LAMB","cardamom"
"LAMB","carrots"
"LAMB","cayenne"
"LAMB","celery"
"LAMB","celery root"
"LAMB","chard"
"LAMB","cheese: blue, feta, Parmesan, ricotta"
"LAMB","chickpeas"
"LAMB","chiles: jalapeño, red"
"LAMB","chili powder"
"LAMB","chives"
"LAMB","chocolate, dark"
"LAMB","cilantro"
"LAMB","cinnamon"
"LAMB","cloves"
"LAMB","coconut"
"LAMB","cognac"
"LAMB","coriander"
"LAMB","couscous"
"LAMB","cream"
"LAMB","cumin"
"LAMB","curry powder"
"LAMB","dates"
"LAMB","dill"
"LAMB","Eastern Mediterranean (e.g., Greek, Turkish) cuisine"
"LAMB","eggplant"
"LAMB","endive"
"LAMB","escarole"
"LAMB","fennel"
"LAMB","fennel seeds"
"LAMB","fenugreek, esp. green"
"LAMB","figs, dried black"
"LAMB","five-spice powder"
"LAMB","FLAGEOLETS"
"LAMB","garam masala"
"LAMB","GARLIC and garlic paste"
"LAMB","ginger"
"LAMB","Greek cuisine"
"LAMB","herbs"
"LAMB","honey"
"LAMB","Indian cuisine"
"LAMB","Irish cuisine (e.g., stews)"
"LAMB","Italian cuisine, esp. southern"
"LAMB","lavender"
"LAMB","leeks"
"LAMB","LEMON: juice, zest"
"LAMB","lemon, preserved"
"LAMB","lentils"
"LAMB","lime, juice"
"LAMB","mace"
"LAMB","marjoram"
"LAMB","Middle Eastern cuisine"
"LAMB","MINT, esp. spearmint, mint jelly"
"LAMB","mirepoix"
"LAMB","Moroccan cuisine"
"LAMB","mushrooms"
"LAMB","MUSTARD, Dijon"
"LAMB","nutmeg"
"LAMB","OIL: canola, peanut, vegetable"
"LAMB","olive oil"
"LAMB","olives, esp. black, kalamata, niçoise"
"LAMB","ONIONS: pearl, red, white, yellow"
"LAMB","orange: juice, zest"
"LAMB","oregano"
"LAMB","paprika"
"LAMB","PARSLEY, flat-leaf"
"LAMB","pasta, esp. pappardelle"
"LAMB","peas, esp. sweet"
"LAMB","PEPPER: black, white"
"LAMB","pesto"
"LAMB","pine nuts"
"LAMB","pistachios"
"LAMB","polenta"
"LAMB","pomegranates and pomegranate molasses"
"LAMB","porcini mushrooms"
"LAMB","potatoes, esp. new or red"
"LAMB","prunes"
"LAMB","raisins"
"LAMB","red pepper flakes"
"LAMB","rice: basmati, white, wild"
"LAMB","risotto"
"LAMB","ROSEMARY"
"LAMB","rutabaga"
"LAMB","saffron"
"LAMB","sage, fresh"
"LAMB","SALT:fleur de sel, kosher, sea"
"LAMB","savory"
"LAMB","scallions"
"LAMB","shallots"
"LAMB","sherry, oloroso"
"LAMB","spinach"
"LAMB","stocks: beef, chicken, lamb, veal"
"LAMB","sugar: brown, white"
"LAMB","tabbouleh"
"LAMB","tamarind"
"LAMB","tarragon"
"LAMB","THYME, FRESH"
